"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"SVN","Slovenia","T","Total","65_OVER","65 and over","2044","2044",606705,,
"SVN","Slovenia","T","Total","65_OVER","65 and over","2045","2045",613081,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2024","2024",147394588.970874,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2025","2025",150647419.146034,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2026","2026",153886288.524285,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2027","2027",157002929.539004,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2028","2028",160205006.143374,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2029","2029",163397860.599672,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2030","2030",166615969.188088,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2031","2031",169401276.934507,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2032","2032",172163327.126207,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2033","2033",174827192.820524,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2034","2034",177560422.504288,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2035","2035",180306122.799462,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2036","2036",183009133.876529,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2037","2037",185494391.682173,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2038","2038",187790261.346671,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2039","2039",189925181.968052,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2040","2040",191898606.899912,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2041","2041",193626379.062997,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2042","2042",195303814.954967,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2043","2043",196944166.686846,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2044","2044",198588513.847686,,
"OECD","OECD - Total","W","Women","65_OVER","65 and over","2045","2045",200373584.445433,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2024","2024",117926413.235607,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2025","2025",120817144.409994,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2026","2026",123669798.617589,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2027","2027",126414865.021801,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2028","2028",129243911.372312,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2029","2029",132063774.065833,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2030","2030",134907549.420726,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2031","2031",137333006.467809,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2032","2032",139723724.886096,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2033","2033",142017533.618128,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2034","2034",144372445.789045,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2035","2035",146736585.535991,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2036","2036",149045421.462681,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2037","2037",151167589.706531,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2038","2038",153093810.236571,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2039","2039",154887932.808882,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2040","2040",156560361.820378,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2041","2041",158008907.238412,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2042","2042",159415268.918172,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2043","2043",160796827.579233,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2044","2044",162185366.112113,,
"OECD","OECD - Total","M","Men","65_OVER","65 and over","2045","2045",163733471.144981,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2024","2024",261591469.706482,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2025","2025",267647567.056028,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2026","2026",273650096.641874,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2027","2027",279421699.060805,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2028","2028",285361880.515687,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2029","2029",291283278.665505,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2030","2030",297257207.108814,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2031","2031",302387209.902317,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2032","2032",307464431.012304,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2033","2033",312349945.438652,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2034","2034",317361711.293333,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2035","2035",322396387.335453,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2036","2036",327343531.339211,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2037","2037",331898556.388704,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2038","2038",336084653.083241,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2039","2039",339991510.776934,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2040","2040",343624049.720291,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2041","2041",346794313.801409,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2042","2042",349874074.373139,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2043","2043",352892857.766079,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2044","2044",355922125.459799,,
"OECD","OECD - Total","T","Total","65_OVER","65 and over","2045","2045",359249639.090414,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",17.8071160276883,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",18.0511532376106,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",18.3093649488232,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",18.551846294841,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",18.7794873809215,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",18.9783118207922,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",19.1202908948824,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",19.2447825126786,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",19.3499539894698,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",19.463413835131,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",19.5912522296864,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",19.711286959939,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",19.8799769808416,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",20.0118578385697,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",20.0900232161526,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",20.1305530976151,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",20.1318661513507,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",20.1184582855286,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",20.0892992101036,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",20.0589725370716,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",20.0382765357564,,
"AUS","Australia","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",20.0376708408921,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",15.9641293425182,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",16.1715962545815,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",16.3953928601967,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",16.6056020394938,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",16.7937995738017,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",16.9500742108156,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",17.0458279240209,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",17.1238200888462,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",17.1762719422828,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",17.2330131021064,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",17.2985099431594,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",17.3665896602714,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",17.4739097918072,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",17.5611829774371,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",17.6046936034297,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",17.6264716381385,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",17.6138462090001,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",17.590542634653,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",17.5530656670821,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",17.5140328951474,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",17.4857573522904,,
"AUS","Australia","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",17.4806977521997,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",16.8937669877163,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",17.1198016763057,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",17.3610824495639,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",17.5877000044567,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",17.7959353618512,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",17.9738242327347,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",18.093053440789,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",18.1946626901101,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",18.2738771786459,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",18.3594010765276,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",18.4565172937848,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",18.5509639020385,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",18.6893945419766,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",18.7992936048456,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",18.8603813727113,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",18.8916770436733,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",18.8861113240527,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",18.867798060304,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",18.8344880148325,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",18.7997926038258,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",18.775260942609,,
"AUS","Australia","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",18.7723445185564,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",22.1433730700796,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",22.5402921247109,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",23.0055786815886,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",23.5080172076652,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",24.0348983352249,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",24.5650376142675,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",25.0881503581856,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",25.5718718592045,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",26.0458015139873,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",26.5152823185118,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",26.963021663557,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",27.3452266869341,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",27.6729427630064,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",27.9599531968495,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",28.1910009182736,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",28.3863114303443,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",28.5653261246822,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",28.68779763587,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",28.7824351945174,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",28.867017462987,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",28.9586397168325,,
"AUT","Austria","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",29.067614163937,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",18.0036820530505,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",18.4131634953234,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",18.8744149986651,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",19.4060220508322,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",19.9727596272693,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",20.5252935485131,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",21.0807730572688,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",21.6030709464268,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",22.1063466584476,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",22.6045855928505,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",23.0593811904537,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",23.4384035717812,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",23.7517759328815,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",24.0215018494616,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",24.2278018448368,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",24.3945321121923,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",24.5524215326361,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",24.6723524735235,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",24.7586695277801,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",24.8463764237569,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",24.9439436862966,,
"AUT","Austria","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",25.0604927534603,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",20.1130612252024,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",20.5155618097738,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",20.976874896354,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",21.4928081474143,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",22.0393190994032,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",22.5805151161884,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",23.1195468610554,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",23.6221891014638,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",24.110329879383,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",24.5937995471126,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",25.0448356041893,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",25.4251692999649,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",25.7456743067298,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",26.023955801345,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",26.2426071703224,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",26.4235922661015,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",26.5919972620735,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",26.712988077119,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",26.8034434214213,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",26.8894805245419,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",26.9838278143372,,
"AUT","Austria","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",27.0963734036978,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",22.076757357784,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",22.4078074803833,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",22.7195814770916,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",23.0335887552923,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",23.3519652160652,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",23.6880781305099,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",24.0067023152704,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",24.2819707436996,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",24.5176249297623,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",24.7300840246192,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",24.9351402176517,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",25.1360537213366,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",25.3308705197758,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",25.5010303562204,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",25.6293335009102,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",25.7175108500312,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",25.7732298220339,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",25.8172130696697,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",25.8723069808096,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",25.9366537432196,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",26.0048688870582,,
"BEL","Belgium","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",26.086265559209,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",18.441032274461,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",18.8155718422861,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",19.1928040184603,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",19.5719294492767,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",19.9578396158085,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",20.3565585333368,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",20.7394943707198,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",21.0790138144437,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",21.3782635716722,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",21.6454708658135,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",21.8979882151353,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",22.1483363269525,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",22.3843885662879,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",22.588613467119,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",22.75695853494,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",22.8875767014463,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",22.9797073571409,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",23.056707750991,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",23.1400743507036,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",23.2287690277006,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",23.3280815449669,,
"BEL","Belgium","M","Men","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",23.434790624258,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",20.2850373958322,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",20.6362505278871,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",20.9801864118994,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",21.3262191216742,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",21.6778264212464,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2029","2029",22.0447476694864,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2030","2030",22.3950287801796,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2031","2031",22.7019279600803,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2032","2032",22.9688963725482,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2033","2033",23.2083080137849,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2034","2034",23.4367225762177,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2035","2035",23.6619675732406,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2036","2036",23.8770621882753,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2037","2037",24.0639489226421,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2038","2038",24.2119123392197,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2039","2039",24.3209179726043,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2040","2040",24.3944697321281,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2041","2041",24.4545902098065,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2042","2042",24.5234589819298,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2043","2043",24.5996257985355,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2044","2044",24.6829762983837,,
"BEL","Belgium","T","Total","65_OVER_SHARE","Share of 65 and over - elderly","2045","2045",24.7766356183974,,
"CAN","Canada","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2024","2024",21.0161444440021,,
"CAN","Canada","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2025","2025",21.4425382226939,,
"CAN","Canada","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2026","2026",21.8708910506781,,
"CAN","Canada","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2027","2027",22.2697836726281,,
"CAN","Canada","W","Women","65_OVER_SHARE","Share of 65 and over - elderly","2028","2028",22.6795527761986,,
